BCIO:015078,organisational role,A role which inheres in a person and is realised by performing the activities deemed appropriate for that particular role as specified in the organisation rules.,role,,,,,"Scout leader, club chairperson",,,,,percentage; proportion,Published,,,,,population
BCIO:015079,inpatient role,A patient role which inheres in a person and is realized by being under the care of a physician or health care provider and being admitted to a hospital or equivalent facility.,patient role,,,,,,,,,,percentage; proportion,Published,,,,,population
BCIO:015080,outpatient role,A patient role which inheres in a person and is realized by coming to a healthcare facility for diagnosis or treatment but not being admitted for an overnight stay.,patient role,,,,,,,,,,percentage; proportion,Published,,,,,population
BCIO:015081,occupational role,A role that is realised by a person doing a specified type of work or working in a specified way.,role,,,,,,,,,,percentage; proportion,Published,,,,,population
BCIO:015082,student or trainee role,A role which inheres in a person and is realised by being enrolled in an educational institution or a formal programme of professional training.,role,,,,,,,,,,percentage; proportion,Published,,,,,population
BCIO:015083,informal education student role,A student or trainee role realised by  currently learning in a non-institutional setting.,student or trainee role,,,,,,,,,,percentage; proportion,Published,,,,,population
BCIO:015084,preschool student role,"A student or trainee role realised by  currently learning at an initial level of organised instruction, primarily to familiarise the bearer to the school-type environment.",student or trainee role,,,,,,,,,,percentage; proportion,Published,,,,,population
BCIO:015085,school student role,"A student or trainee role realised by currently learning at a primary or secondary education level in an institutional, organised setting. ",student or trainee role,,,,,,,,,,percentage; proportion,Published,,,,,population
BCIO:015086,vocational training student or trainee role,"A student or trainee role realised by currently learning the curriculum material of vocational programme, normally in preparation for employment in a trade, job or profession.",student or trainee role,,,,,,,,,,percentage; proportion,Published,,,,,population
BCIO:015087,higher education student role,"A student or trainee role realised by currently learning on an advanced educational programme in a university, college or professional school. For example, completing a university bachelor's or master's course of study, medical school or other professional school. ",student or trainee role,,,,,,,,,,percentage; proportion,Published,,,,,population
BCIO:015088,undergraduate student role,A higher education student role realised by currently studying for an undergraduate degree.,higher education student role,,,,,,,,,,percentage; proportion,Published,,,,,population
BCIO:015089,graduate student role,A higher education student role realised by currently studying for a more advanced degree after completing an undergraduate degree.,higher education student role,,,,,,,,,,percentage; proportion,Published,,,,,population
BCIO:015090,masters student role,A higher education student  role realised by currently studying for a masters degree.,higher education student role,,,,,,,,,,percentage; proportion,Published,,,,,population
BCIO:015091,caste membership,"A personal attribute as belonging to a group within a stratified system of categorisation based on a status conferred at birth based on descent, in which individuals have limited or no mobility due to custom or law.",personal attribute,presented in aggregated form as proportion/percentage belonging to a specific caste,,,,,,,,,percentage; proportion,Published,,,,,population
BCIO:015092,health status attribute,A personal attribute that is the state of an individual's mental or physical condition.,personal attribute,,,NCIT_C16669,,"Having chicken pox, asthma, a heart attack",,,,,percentage; proportion ,Published,,,,,population
BCIO:015093,medication use status,"A health status attribute that is having been prescribed the use of one or more drugs to improve, maintain or protect one's health.",health status attribute,This entity reflects having been prescribed a medication.  Actual use of the medicine would be captured as a behaviour,,,,"prescribed at least one antihypertensive medication, taking asthma preventer inhalers",,,,,percentage; proportion,Published,,,,,population
BCIO:015094,intervention participant,A person who is exposed to an intervention.,person,,,,,,,,,,,Published,,,,,population
BCIO:015095,intervention population,A human population who are exposed to an intervention.,human population,,,,,,,,,,,Published,,,,,population
BCIO:015096,child,A person who has not yet reached maturity. ,person,"The age until which a person is considered a child will vary in different cultures and for different contexts.  For use in research contexts, the maximum age of a ""child"" needs to be specified.  ",,,,,,,,,percentage; proportion,Published,,,,,population
BCIO:015097,ethnic group membership,A self-identity as belonging to a social group or groups whose members have a common cultural or ancestral heritage.,self-identity,presented in aggregated form as proportion/percentage who identify as belonging to a specific ethnic group,,EFO:0001799,,,,,,,percentage; proportion,Published,,,,,population
BCIO:015098,gender identity,"A self-identity as having a particular gender, which may or may not correspond with sex assigned at birth.",self-identity,,,,,,,,,,percentage; proportion,Published,,,,,population
BCIO:015099,female gender,A gender identity as being female.,gender identity,,,GSSO:000089,woman,,,,,,percentage; proportion,Published,,,,,population
BCIO:015100,male gender,A gender identity as being male.,gender identity,,,GSSO:000090,man,,,,,,percentage; proportion,Published,,,,,population
BCIO:015101,nonbinary gender,A gender identity as having a gender that is not well-described by the binary categories of male or female.,gender identity,,,GSSO:002328,,,,,,,percentage; proportion,Published,,,,,population
BCIO:015102,non-gendered identity,A self-identity as not having a particular gender.,self-identity,,,GSSO:002331,,,,,,,percentage; proportion,Published,,,,,population
BCIO:015103,transgender,A gender identity that differs from the person's assigned sex at birth.,gender identity,,,GSSO:000096,,,,,,,percentage; proportion,Published,,,,,population
BCIO:015104,cisgender,A gender identity that matches the person's assigned sex at birth.,gender identity,,,GSSO:004240,,,,,,,percentage; proportion,Published,,,,,population
BCIO:015105,biological sex,A bodily quality based on reproductive function or organs.,bodily quality,,,,,,,,,,percentage; proportion,Published,,,,,population
BCIO:015106,female biological sex,A biological sex associated with the ability to produce female gametes.,biological sex,,,,,,,,,,percentage; proportion,Published,,,,,population
BCIO:015107,male biological sex,A biological sex associated with the ability to produce male gametes.,biological sex,,,,,,,,,,percentage; proportion,Published,,,,,population
BCIO:015108,parental role,"An interpersonal role that is realised through a process of promoting and supporting the physical, emotional, social, and intellectual development of a child from infancy to adulthood.",interpersonal role,A person can hold a parental role in a child's life without being that child's biological or legal parent. ,,,,,,,,,percentage; proportion,Published,,,,,population
BCIO:015109,family member,"A person who is a member of a group of persons united by blood, or by marriage or other legal arrangement, or by self-identity as belonging to the same family.",person,,,NCIT:C41256,,,,,,,percentage; proportion,Published,,,,,population
BCIO:015110,parent,A family member who is a key caretaker or immediate progenitor of a child. ,family member,,,GSSO:001953,,,,,,,percentage; proportion,Published,,,,,population
BCIO:015111,biological parent,A parent who provided one of the gametes that resulted in one's conception.,parent,,,"NCIT:C166114, GSSO:001986",,,,,,,percentage; proportion,Published,,,,,population
BCIO:015112,biological mother,A biological parent who provided an egg.,biological parent,,,,,,,,,,percentage; proportion,Published,,,,,population
BCIO:015113,biological father,A biological parent who provided the sperm.,biological parent,,,,,,,,,,percentage; proportion,Published,,,,,population
BCIO:015114,adoptive parent,A parent in a parent-child relationship established by a legal adoption process.,parent,,,NCIT:C166129,,,,,,,percentage; proportion,Published,,,,,population
BCIO:015115,adoptive mother,An adoptive parent who is female gender.,adoptive parent,,,,,,,,,,percentage; proportion,Published,,,,,population
BCIO:015116,adoptive father,An adoptive parent who is male gender.,adoptive parent,,,,,,,,,,percentage; proportion,Published,,,,,population
BCIO:015117,step-parent,A parent in a parent-child relationship established by the parent's subsequent marriage to one of the child's original biological or legal parents.,parent,,,NCIT:C166116,,,,,,,percentage; proportion,Published,,,,,population
BCIO:015118,stepmother,A step-parent who is female gender.,step-parent,,,,,,,,,,percentage; proportion,Published,,,,,population
BCIO:015119,stepfather,A step-parent who is male gender.,step-parent,,,,,,,,,,percentage; proportion,Published,,,,,population
BCIO:015120,foster parent,A parent who cares for a child who has been placed with them in a foster care arrangement.,parent,,,GSSO:001987,,,,,,,percentage; proportion,Published,,,,,population
BCIO:015121,foster mother,A foster parent who is female gender.,foster parent,,,,,,,,,,percentage; proportion,Published,,,,,population
BCIO:015122,foster father,A foster parent who is male gender.,foster parent,,,,,,,,,,percentage; proportion,Published,,,,,population
BCIO:015123,child relation,A family member who is a person's first generation offspring.,family member,,,,,,,,,,percentage; proportion,Published,,,,,population
BCIO:015124,biological child,A child relation who is genetically related to their parent.,child relation,,,,,,,,,,percentage; proportion,Published,,,,,population
BCIO:015125,biological daughter,A biological child who is female gender.,biological child,,,,,,,,,,percentage; proportion,Published,,,,,population
BCIO:015126,biological son,A biological child who is male gender.,biological child,,,,,,,,,,percentage; proportion,Published,,,,,population
BCIO:015127,adoptive child,A child relation in a parent-child relationship established by a legal adoption process. ,child relation,,,NCIT:C166130,,,,,,,percentage; proportion,Published,,,,,population
BCIO:015128,adoptive daughter,An adoptive child who is female gender.,adoptive child,,,,,,,,,,percentage; proportion,Published,,,,,population
BCIO:015129,adoptive son,An adoptive child who is male gender.,adoptive child,,,,,,,,,,percentage; proportion,Published,,,,,population
BCIO:015130,stepchild,A child relation in a parent-child relationship established by the parent's subsequent marriage to one of the child's original biological or legal parents.,child relation,,,,,,,,,,percentage; proportion,Published,,,,,population
BCIO:015131,stepdaughter,A stepchild who is female gender.,stepchild,,,,,,,,,,percentage; proportion,Published,,,,,population
BCIO:015132,stepson,A stepchild who is male gender.,stepchild,,,,,,,,,,percentage; proportion,Published,,,,,population
BCIO:015133,foster child,A child relation in a parent-child relationship created by a foster care arrangement. ,child relation,,,,,,,,,,percentage; proportion,Published,,,,,population
